hris_person_id,employee_id,full_name,work_email,department,role_title,level,manager_employee_id,hire_date,employment_status,employment_type,fte,record_status,last_updated
PER-100452,EMP-0464,Corwin Greywick,corwin.greywick.emp-0464@co002.example,Finance,"Director, Finance",Director,EMP-0462,2022-01-24,active,full_time,1.0,active,2026-03-04
PER-100453,EMP-0465,Thessaly Ivorwood,thessaly.ivorwood.emp-0465@co002.example,Finance,Finance Manager,Manager,EMP-0464,2020-08-18,active,full_time,1.0,active,2025-11-26
PER-100454,EMP-0466,Freya Larkspur,freya.larkspur.emp-0466@co002.example,Finance,Finance Manager,Manager,EMP-0464,2024-09-08,active,part_time,0.6,active,2025-11-15
PER-100455,EMP-0467,Delphine Grayling,delphine.grayling.emp-0467@co002.example,Finance,Finance Manager,Manager,EMP-0464,2023-06-17,active,full_time,1.0,active,2026-01-10
PER-100456,EMP-0468,Tamsin Norwich,tamsin.norwich.emp-0468@co002.example,Finance,Finance Manager,Manager,EMP-0463,2024-07-03,active,full_time,1.0,active,2026-02-02
PER-100457,EMP-0469,Delphine Fenmore,delphine.fenmore.emp-0469@co002.example,Finance,Finance Manager,Manager,EMP-0464,2025-08-30,active,full_time,1.0,active,2025-12-08
PER-100458,EMP-0470,Corwin Pennington,corwin.pennington.emp-0470@co002.example,Finance,Controller,IC,EMP-0466,2022-08-22,active,full_time,1.0,active,2025-12-05
PER-100459,EMP-0471,Tamsin Juniper,tamsin.juniper.emp-0471@co002.example,Finance,Staff Accountant,IC,EMP-0465,2020-12-22,active,full_time,1.0,active,2025-11-21
PER-100460,EMP-0472,Briar Duskwood,briar.duskwood.emp-0472@co002.example,Finance,AR Clerk,IC,EMP-0466,2022-02-17,active,full_time,1.0,active,2026-02-20
PER-100461,EMP-0473,Piran Pemberton,piran.pemberton.emp-0473@co002.example,Finance,Controller,IC,EMP-0467,2021-11-07,active,full_time,1.0,active,2025-10-18
PER-100462,EMP-0474,Branwen Pennington,branwen.pennington.emp-0474@co002.example,Finance,AR Clerk,IC,EMP-0466,2025-08-25,active,full_time,1.0,active,2025-10-22
PER-100463,EMP-0475,Ondine Fairweather,ondine.fairweather.emp-0475@co002.example,Finance,AP Clerk,IC,EMP-0466,2023-06-30,active,full_time,1.0,active,2026-01-12
PER-100464,EMP-0476,Quenby Corrigan,quenby.corrigan.emp-0476@co002.example,Finance,Staff Accountant,IC,EMP-0465,2022-01-23,active,full_time,1.0,active,2025-12-12
PER-100465,EMP-0477,Nessa Thistlewood,nessa.thistlewood.emp-0477@co002.example,Finance,Staff Accountant,IC,EMP-0465,2025-10-02,active,full_time,1.0,active,2026-03-25
PER-100466,EMP-0478,Sorrel Thistlewood,sorrel.thistlewood.emp-0478@co002.example,Finance,FP&A Analyst,IC,EMP-0467,2023-12-06,active,full_time,1.0,active,2025-10-18
PER-100467,EMP-0479,Rhoswen Osgood,rhoswen.osgood.emp-0479@co002.example,Finance,AR Clerk,IC,EMP-0467,2024-10-28,active,full_time,1.0,active,2026-01-14
PER-100468,EMP-0480,Freya Norwich,freya.norwich.emp-0480@co002.example,Finance,FP&A Analyst,IC,EMP-0469,2022-02-04,active,full_time,1.0,active,2025-11-19
PER-100469,EMP-0481,Reyna Vantree,reyna.vantree.emp-0481@co002.example,Finance,Controller,IC,EMP-0465,2020-04-13,active,full_time,1.0,active,2026-03-13
PER-100470,EMP-0482,Ewald Underhill,ewald.underhill.emp-0482@co002.example,Finance,AP Clerk,IC,EMP-0467,2021-09-17,active,full_time,1.0,active,2025-12-13
PER-100471,EMP-0483,Lior Juniper,lior.juniper.emp-0483@co002.example,Finance,FP&A Analyst,IC,EMP-0468,2024-11-13,active,full_time,1.0,active,2026-01-25
PER-100472,EMP-0484,Quillon Blackwood,quillon.blackwood.emp-0484@co002.example,Finance,AR Clerk,IC,EMP-0467,2023-12-11,active,full_time,1.0,active,2025-12-03
PER-100473,EMP-0485,Cormac Blackwood,cormac.blackwood.emp-0485@co002.example,Finance,AP Clerk,IC,EMP-0466,2022-10-21,active,full_time,1.0,active,2026-01-08
PER-100474,EMP-0486,Emlyn Ravenscroft,emlyn.ravenscroft.emp-0486@co002.example,Finance,Staff Accountant,IC,EMP-0467,2021-09-22,active,full_time,1.0,active,2026-01-13
PER-100475,EMP-0487,Junot Kirtland,junot.kirtland.emp-0487@co002.example,Finance,AP Clerk,IC,EMP-0469,2025-08-20,active,full_time,1.0,active,2026-01-02
PER-100476,EMP-0488,Ulric Larkspur,ulric.larkspur.emp-0488@co002.example,Finance,FP&A Analyst,IC,EMP-0465,2025-01-28,active,part_time,0.6,active,2026-02-11
PER-100477,EMP-0489,Faro Grayling,faro.grayling.emp-0489@co002.example,Finance,FP&A Analyst,IC,EMP-0468,2025-10-12,active,full_time,1.0,active,2025-12-17
PER-100478,EMP-0490,Tamsin Jarrow,tamsin.jarrow.emp-0490@co002.example,Finance,AP Clerk,IC,EMP-0469,2022-04-06,active,full_time,1.0,active,2026-03-04
PER-100479,EMP-0491,Faro Pemberton,faro.pemberton.emp-0491@co002.example,Finance,AP Clerk,IC,EMP-0467,2025-02-24,active,part_time,0.8,active,2025-12-17
PER-100480,EMP-0492,Yara Everhart,yara.everhart.emp-0492@co002.example,Finance,AP Clerk,IC,EMP-0466,2021-12-01,active,full_time,1.0,active,2025-11-10
PER-100481,EMP-0493,Lyric Oakhurst,lyric.oakhurst.emp-0493@co002.example,Finance,Staff Accountant,IC,EMP-0466,2026-02-08,active,full_time,1.0,active,2026-04-01
PER-100482,EMP-0494,Corwin Underhill,corwin.underhill.emp-0494@co002.example,Finance,FP&A Analyst,IC,EMP-0469,2026-02-08,active,full_time,1.0,active,2026-02-24
PER-100483,EMP-0495,Ivo Ashby,ivo.ashby.emp-0495@co002.example,Finance,FP&A Analyst,IC,EMP-0469,2025-07-20,active,full_time,1.0,active,2025-12-26
PER-100484,EMP-0496,Quenby Dunmore,quenby.dunmore.emp-0496@co002.example,Finance,FP&A Analyst,IC,EMP-0466,2020-06-01,active,full_time,1.0,active,2026-01-16
PER-100485,EMP-0497,Tobin Millgate,tobin.millgate.emp-0497@co002.example,Finance,AR Clerk,IC,EMP-0467,2023-10-18,active,full_time,1.0,active,2026-02-13
PER-100486,EMP-0498,Baxter Pennington,baxter.pennington.emp-0498@co002.example,People,"VP, People",VP,EMP-0001,2022-06-20,active,full_time,1.0,active,2025-11-04
PER-100487,EMP-0499,Nessa Duskwood,nessa.duskwood.emp-0499@co002.example,People,"Director, People",Director,EMP-0498,2023-08-31,active,full_time,1.0,active,2026-01-01
PER-100488,EMP-0500,Delphine Ashgrove,delphine.ashgrove.emp-0500@co002.example,People,"Director, People",Director,EMP-0498,2025-02-19,active,full_time,1.0,active,2025-11-18
PER-100489,EMP-0501,Cormac Ashby,cormac.ashby.emp-0501@co002.example,People,People Manager,Manager,EMP-0500,2021-05-28,active,full_time,1.0,active,2025-11-22
PER-100490,EMP-0502,Isolde Elderkin,isolde.elderkin.emp-0502@co002.example,People,People Manager,Manager,EMP-0499,2020-06-02,active,full_time,1.0,active,2025-10-09
PER-100491,EMP-0503,Corwin Quennell,corwin.quennell.emp-0503@co002.example,People,People Manager,Manager,EMP-0500,2024-04-01,active,full_time,1.0,active,2026-02-11
PER-100492,EMP-0504,Perrin Ingledew,perrin.ingledew.emp-0504@co002.example,People,People Manager,Manager,EMP-0499,2024-08-11,active,full_time,1.0,active,2026-02-07
PER-100493,EMP-0506,Lyric Corrigan,lyric.corrigan.emp-0506@co002.example,People,People Operations Specialist,IC,EMP-0503,2024-09-01,active,full_time,1.0,active,2026-02-20
PER-100494,EMP-0507,Dashiell Ivorwood,dashiell.ivorwood.emp-0507@co002.example,People,HR Business Partner,IC,EMP-0501,2020-10-29,active,full_time,1.0,active,2026-01-10
PER-100495,EMP-0508,Wystan Marchbanks,wystan.marchbanks.emp-0508@co002.example,People,Recruiter,IC,EMP-0503,2025-09-30,active,full_time,1.0,active,2026-02-14
PER-100496,EMP-0509,Aldous Crestfall,aldous.crestfall.emp-0509@co002.example,People,People Operations Specialist,IC,EMP-0501,2025-09-30,active,full_time,1.0,active,2025-10-27
PER-100497,EMP-0510,Quillon Yarrow,quillon.yarrow.emp-0510@co002.example,People,People Operations Specialist,IC,EMP-0504,2020-04-30,active,full_time,1.0,active,2025-11-06
PER-100498,EMP-0511,Emlyn Loxley,emlyn.loxley.emp-0511@co002.example,People,People Operations Specialist,IC,EMP-0501,2024-11-21,active,full_time,1.0,active,2026-03-11
PER-100499,EMP-0512,Lior Fenmore,lior.fenmore.emp-0512@co002.example,People,Recruiter,IC,EMP-0504,2021-10-06,active,full_time,1.0,active,2026-02-04
PER-100500,EMP-0513,Saskia Dunmore,saskia.dunmore.emp-0513@co002.example,People,People Operations Specialist,IC,EMP-0503,2021-04-06,active,full_time,1.0,active,2025-10-02
PER-100501,EMP-0514,Sorrel Duskwood,sorrel.duskwood.emp-0514@co002.example,People,People Operations Specialist,IC,EMP-0504,2022-09-27,active,full_time,1.0,active,2025-11-21
PER-100502,EMP-0515,Lior Pemberton,lior.pemberton.emp-0515@co002.example,People,HR Business Partner,IC,EMP-0504,2024-04-14,active,full_time,1.0,active,2025-12-25
PER-100503,EMP-0516,Corin Kestenbaum,corin.kestenbaum.emp-0516@co002.example,People,People Operations Specialist,IC,EMP-0504,2024-05-11,active,full_time,1.0,active,2025-12-09
PER-100504,EMP-0517,Sable Underhill,sable.underhill.emp-0517@co002.example,People,Recruiter,IC,EMP-0503,2022-10-16,active,full_time,1.0,active,2025-11-01
PER-100505,EMP-0518,Briar Vantree,briar.vantree.emp-0518@co002.example,People,People Operations Specialist,IC,EMP-0501,2020-11-01,active,full_time,1.0,active,2025-12-17
PER-100506,EMP-0519,Guinevere Ashby,guinevere.ashby.emp-0519@co002.example,People,HR Business Partner,IC,EMP-0503,2025-01-22,active,full_time,1.0,active,2025-12-25
PER-100507,EMP-0521,Merritt Underhill,merritt.underhill.emp-0521@co002.example,People,People Operations Specialist,IC,EMP-0501,2023-08-24,active,full_time,1.0,active,2025-12-24
PER-100508,EMP-0522,Sorrel Everhart,sorrel.everhart.emp-0522@co002.example,People,People Operations Specialist,IC,EMP-0502,2021-12-23,active,full_time,1.0,active,2025-11-13
PER-100509,EMP-0523,Delphine Everhart,delphine.everhart.emp-0523@co002.example,People,Recruiter,IC,EMP-0501,2024-07-18,active,part_time,0.8,active,2025-11-25
PER-100510,EMP-0524,Marlowe Duskwood,marlowe.duskwood.emp-0524@co002.example,People,HR Business Partner,IC,EMP-0502,2022-05-13,active,full_time,1.0,active,2025-11-01
PER-100511,EMP-0525,Lyric Pennington,lyric.pennington.emp-0525@co002.example,People,HR Business Partner,IC,EMP-0504,2021-10-12,active,full_time,1.0,active,2026-03-31
PER-100512,EMP-0526,Isolde Hallowell,isolde.hallowell.emp-0526@co002.example,People,HR Business Partner,IC,EMP-0502,2022-10-27,active,full_time,1.0,active,2025-10-11
PER-100513,EMP-0527,Quenby Juniper,quenby.juniper.emp-0527@co002.example,People,HR Business Partner,IC,EMP-0503,2024-10-26,active,part_time,0.8,active,2025-10-01
PER-100514,EMP-0528,Lyric Everhart,lyric.everhart.emp-0528@co002.example,Legal,"VP, Legal",VP,EMP-0001,2022-04-06,active,full_time,1.0,active,2026-01-31
PER-100515,EMP-0529,Kestrel Quennell,kestrel.quennell.emp-0529@co002.example,Legal,"Director, Legal",Director,EMP-0528,2021-09-24,active,full_time,1.0,active,2025-11-07
PER-100516,EMP-0530,Rhoswen Blackwood,rhoswen.blackwood.emp-0530@co002.example,Legal,Legal Manager,Manager,EMP-0529,2022-09-22,active,full_time,1.0,active,2026-03-15
PER-100517,EMP-0531,Fenwick Greywick,fenwick.greywick.emp-0531@co002.example,Legal,Legal Manager,Manager,EMP-0529,2023-09-18,active,full_time,1.0,active,2025-10-17
PER-100518,EMP-0532,Aldous Holloway,aldous.holloway.emp-0532@co002.example,Legal,Contracts Manager,IC,EMP-0531,2021-10-23,active,full_time,1.0,active,2025-11-08
PER-100519,EMP-0533,Verity Juniper,verity.juniper.emp-0533@co002.example,Legal,Corporate Counsel,IC,EMP-0530,2024-12-13,active,full_time,1.0,active,2025-11-30
PER-100520,EMP-0534,Wrenna Greywick,wrenna.greywick.emp-0534@co002.example,Legal,Corporate Counsel,IC,EMP-0531,2026-01-11,active,full_time,1.0,active,2026-02-26
PER-100521,EMP-0535,Zephyrine Hallowell,zephyrine.hallowell.emp-0535@co002.example,Legal,Contracts Manager,IC,EMP-0530,2022-08-16,active,full_time,1.0,active,2025-10-22
PER-100522,EMP-0536,Corin Blackwood,corin.blackwood.emp-0536@co002.example,Legal,Corporate Counsel,IC,EMP-0531,2023-11-27,active,full_time,1.0,active,2025-10-24
PER-100523,EMP-0537,Verity Elderkin,verity.elderkin.emp-0537@co002.example,Legal,Corporate Counsel,IC,EMP-0530,2025-10-26,active,full_time,1.0,active,2025-12-26
PER-100524,EMP-0538,Sable Jarrow,sable.jarrow.emp-0538@co002.example,Legal,Corporate Counsel,IC,EMP-0531,2023-05-28,active,full_time,1.0,active,2026-02-17
PER-100525,EMP-0539,Emlyn Osgood,emlyn.osgood.emp-0539@co002.example,Legal,Corporate Counsel,IC,EMP-0530,2023-05-05,active,full_time,1.0,active,2026-01-31
PER-100526,EMP-0540,Reyna Grayling,reyna.grayling.emp-0540@co002.example,Legal,Corporate Counsel,IC,EMP-0531,2020-04-05,active,full_time,1.0,active,2026-01-26
PER-100527,EMP-0541,Ewald Yarrow,ewald.yarrow.emp-0541@co002.example,IT & Security,"VP, IT & Security",VP,EMP-0001,2020-01-31,active,full_time,1.0,active,2025-10-27
PER-100528,EMP-0542,Dashiell Holloway,dashiell.holloway.emp-0542@co002.example,IT & Security,"Director, IT & Security",Director,EMP-0541,2020-08-30,active,part_time,0.8,active,2025-10-23
PER-100529,EMP-0543,Piran Blackwood,piran.blackwood.emp-0543@co002.example,IT & Security,"Director, IT & Security",Director,EMP-0541,2022-12-12,active,full_time,1.0,active,2025-12-15
PER-100530,EMP-0545,Gideon Dunmore,gideon.dunmore.emp-0545@co002.example,IT & Security,IT & Security Manager,Manager,EMP-0542,2024-10-12,active,full_time,1.0,active,2025-12-05
PER-100531,EMP-0546,Briar Dunmore,briar.dunmore.emp-0546@co002.example,IT & Security,IT & Security Manager,Manager,EMP-0542,2024-10-19,active,part_time,0.8,active,2025-11-15
PER-100532,EMP-0547,Tobin Grayling,tobin.grayling.emp-0547@co002.example,IT & Security,IT & Security Manager,Manager,EMP-0543,2025-07-31,active,full_time,1.0,active,2025-11-30
PER-100533,EMP-0548,Guinevere Blackwood,guinevere.blackwood.emp-0548@co002.example,IT & Security,IT Administrator,IC,EMP-0544,2021-11-27,active,full_time,1.0,active,2026-03-03
PER-100534,EMP-0549,Marlowe Quennell,marlowe.quennell.emp-0549@co002.example,IT & Security,Security Engineer,IC,EMP-0544,2023-10-14,active,part_time,0.6,active,2025-12-28
PER-100535,EMP-0550,Quillon Quennell,quillon.quennell.emp-0550@co002.example,IT & Security,Security Engineer,IC,EMP-0547,2025-03-15,active,full_time,1.0,active,2025-11-26
PER-100536,EMP-0551,Freya Ivorwood,freya.ivorwood.emp-0551@co002.example,IT & Security,IT Administrator,IC,EMP-0546,2023-03-30,active,full_time,1.0,active,2025-12-20
PER-100537,EMP-0552,Honora Norwich,honora.norwich.emp-0552@co002.example,IT & Security,Security Engineer,IC,EMP-0546,2021-04-09,active,full_time,1.0,active,2026-01-12
PER-100538,EMP-0553,Ewald Whitlock,ewald.whitlock.emp-0553@co002.example,IT & Security,IT Administrator,IC,EMP-0546,2020-04-20,active,full_time,1.0,active,2025-11-08
PER-100539,EMP-0554,Reyna Crestfall,reyna.crestfall.emp-0554@co002.example,IT & Security,IT Administrator,IC,EMP-0544,2023-10-06,active,full_time,1.0,active,2025-12-26
PER-100540,EMP-0555,Ondine Ivorwood,ondine.ivorwood.emp-0555@co002.example,IT & Security,Security Engineer,IC,EMP-0544,2021-02-19,active,full_time,1.0,active,2025-12-19
PER-100541,EMP-0556,Aldous Pennington,aldous.pennington.emp-0556@co002.example,IT & Security,Security Engineer,IC,EMP-0547,2025-11-11,active,full_time,1.0,active,2026-03-15
PER-100542,EMP-0557,Emlyn Pemberton,emlyn.pemberton.emp-0557@co002.example,IT & Security,Security Engineer,IC,EMP-0544,2020-12-11,active,full_time,1.0,active,2026-01-14
PER-100543,EMP-0558,Corwin Oakhurst,corwin.oakhurst.emp-0558@co002.example,IT & Security,Security Engineer,IC,EMP-0544,2024-10-26,active,full_time,1.0,active,2025-10-28
PER-100544,EMP-0559,Briar Blackwood,briar.blackwood.emp-0559@co002.example,IT & Security,Security Engineer,IC,EMP-0547,2025-10-31,active,full_time,1.0,active,2026-02-21
PER-100545,EMP-0560,Reyna Osgood,reyna.osgood.emp-0560@co002.example,IT & Security,IT Administrator,IC,EMP-0545,2021-07-04,active,full_time,1.0,active,2026-03-18
PER-100546,EMP-0561,Odalys Everhart,odalys.everhart.emp-0561@co002.example,IT & Security,Security Engineer,IC,EMP-0547,2021-04-20,active,full_time,1.0,active,2025-10-23
PER-100547,EMP-0562,Cormac Loxley,cormac.loxley.emp-0562@co002.example,IT & Security,IT Administrator,IC,EMP-0545,2020-04-04,active,full_time,1.0,active,2025-10-31
PER-100548,EMP-0563,Sorrel Pemberton,sorrel.pemberton.emp-0563@co002.example,IT & Security,IT Administrator,IC,EMP-0545,2025-04-29,active,full_time,1.0,active,2026-03-27
PER-100549,EMP-0564,Sable Blackwood,sable.blackwood.emp-0564@co002.example,IT & Security,Security Engineer,IC,EMP-0547,2025-12-09,active,full_time,1.0,active,2026-02-01
PER-100550,EMP-0565,Delphine Quennell,delphine.quennell.emp-0565@co002.example,IT & Security,Security Engineer,IC,EMP-0546,2021-06-22,active,full_time,1.0,active,2026-01-02
PER-100551,EMP-0566,Corin Marchbanks,corin.marchbanks.emp-0566@co002.example,IT & Security,IT Administrator,IC,EMP-0547,2021-12-10,active,full_time,1.0,active,2026-03-06
PER-100552,EMP-0567,Odalys Vantree,odalys.vantree.emp-0567@co002.example,IT & Security,IT Administrator,IC,EMP-0545,2024-09-19,active,full_time,1.0,active,2026-01-09
PER-100553,EMP-0568,Zephyrine Fenmore,zephyrine.fenmore.emp-0568@co002.example,IT & Security,Security Engineer,IC,EMP-0546,2021-04-21,active,full_time,1.0,active,2025-12-01
PER-100554,EMP-0569,Merritt Jarrow,merritt.jarrow.emp-0569@co002.example,IT & Security,IT Administrator,IC,EMP-0544,2024-05-05,active,full_time,1.0,active,2026-04-02
PER-100555,EMP-0570,Ewald Pemberton,ewald.pemberton.emp-0570@co002.example,IT & Security,Security Engineer,IC,EMP-0547,2021-08-24,active,part_time,0.6,active,2026-01-17
PER-100556,EMP-0571,Oleander Underhill,oleander.underhill.emp-0571@co002.example,Operations,"VP, Operations",VP,EMP-0001,2022-06-30,active,full_time,1.0,active,2025-12-29
PER-100557,EMP-0572,Merritt Nightshade,merritt.nightshade.emp-0572@co002.example,Operations,"Director, Operations",Director,EMP-0571,2021-05-08,active,full_time,1.0,active,2026-03-15
PER-100558,EMP-0573,Isolde Greywick,isolde.greywick.emp-0573@co002.example,Operations,"Director, Operations",Director,EMP-0571,2021-10-02,active,full_time,1.0,active,2025-12-23
PER-100559,EMP-0574,Faro Fenmore,faro.fenmore.emp-0574@co002.example,Operations,Operations Manager,Manager,EMP-0572,2023-03-03,active,full_time,1.0,active,2026-02-19
PER-100560,EMP-0575,Baxter Norwich,baxter.norwich.emp-0575@co002.example,Operations,Operations Manager,Manager,EMP-0572,2023-12-13,active,full_time,1.0,active,2025-11-03
PER-100561,EMP-0576,Cormac Marchbanks,cormac.marchbanks.emp-0576@co002.example,Operations,Operations Manager,Manager,EMP-0572,2022-05-21,active,full_time,1.0,active,2026-01-17
PER-100562,EMP-0577,Quillon Loxley,quillon.loxley.emp-0577@co002.example,Operations,Operations Manager,Manager,EMP-0573,2021-03-28,active,full_time,1.0,active,2026-03-09
PER-100563,EMP-0578,Lyric Quennell,lyric.quennell.emp-0578@co002.example,Operations,Program Manager,IC,EMP-0576,2021-01-02,active,full_time,1.0,active,2025-11-29
PER-100564,EMP-0579,Wrenna Norwich,wrenna.norwich.emp-0579@co002.example,Operations,Program Manager,IC,EMP-0574,2020-03-25,active,part_time,0.6,active,2025-12-23
PER-100565,EMP-0580,Isolde Ashgrove,isolde.ashgrove.emp-0580@co002.example,Operations,Operations Analyst,IC,EMP-0575,2024-05-27,active,full_time,1.0,active,2026-02-07
PER-100566,EMP-0581,Lyric Norwich,lyric.norwich.emp-0581@co002.example,Operations,Program Manager,IC,EMP-0574,2021-09-08,active,full_time,1.0,active,2025-12-02
PER-100567,EMP-0584,Faro Whitlock,faro.whitlock.emp-0584@co002.example,Operations,Program Manager,IC,EMP-0577,2021-07-09,active,full_time,1.0,active,2026-02-16
PER-100568,EMP-0585,Halcyon Bellcrest,halcyon.bellcrest.emp-0585@co002.example,Operations,Program Manager,IC,EMP-0576,2025-07-25,active,full_time,1.0,active,2026-02-19
PER-100569,EMP-0586,Lior Ashby,lior.ashby.emp-0586@co002.example,Operations,Program Manager,IC,EMP-0574,2024-10-29,active,full_time,1.0,active,2026-03-19
PER-100570,EMP-0587,Cormac Dunmore,cormac.dunmore.emp-0587@co002.example,Operations,Operations Analyst,IC,EMP-0576,2025-07-01,active,part_time,0.6,active,2025-10-05
PER-100571,EMP-0588,Baxter Holloway,baxter.holloway.emp-0588@co002.example,Operations,Operations Analyst,IC,EMP-0577,2020-07-12,active,full_time,1.0,active,2025-10-27
PER-100572,EMP-0589,Saskia Yarrow,saskia.yarrow.emp-0589@co002.example,Operations,Operations Analyst,IC,EMP-0574,2021-03-21,active,full_time,1.0,active,2026-02-06
PER-100573,EMP-0591,Cassian Thistlewood,cassian.thistlewood.emp-0591@co002.example,Operations,Program Manager,IC,EMP-0577,2023-10-07,active,full_time,1.0,active,2026-03-29
PER-100574,EMP-0592,Ewald Holloway,ewald.holloway.emp-0592@co002.example,Operations,Program Manager,IC,EMP-0574,2025-02-08,active,full_time,1.0,active,2026-02-14
PER-100575,EMP-0593,Yara Greywick,yara.greywick.emp-0593@co002.example,Operations,Operations Analyst,IC,EMP-0576,2021-08-20,active,full_time,1.0,active,2025-12-28
PER-100576,EMP-0594,Faro Loxley,faro.loxley.emp-0594@co002.example,Operations,Operations Analyst,IC,EMP-0574,2025-01-02,active,full_time,1.0,active,2026-01-22
PER-100577,EMP-0595,Perrin Everhart,perrin.everhart.emp-0595@co002.example,Operations,Operations Analyst,IC,EMP-0575,2024-07-08,active,full_time,1.0,active,2026-01-03
PER-100578,EMP-0596,Cormac Moorfield,cormac.moorfield.emp-0596@co002.example,Operations,Operations Analyst,IC,EMP-0574,2023-07-15,active,full_time,1.0,active,2026-03-02
PER-100579,EMP-0597,Zephyrine Crestfall,zephyrine.crestfall.emp-0597@co002.example,Operations,Operations Analyst,IC,EMP-0576,2024-10-05,active,full_time,1.0,active,2025-12-17
PER-100580,EMP-0598,Isolde Crestfall,isolde.crestfall.emp-0598@co002.example,Operations,Operations Analyst,IC,EMP-0577,2020-07-06,active,full_time,1.0,active,2026-02-03
PER-100581,EMP-0599,Nessa Larkspur,nessa.larkspur.emp-0599@co002.example,Operations,Program Manager,IC,EMP-0575,2023-10-27,active,full_time,1.0,active,2025-12-23
PER-100582,EMP-0600,Halcyon Corrigan,halcyon.corrigan.emp-0600@co002.example,Operations,Operations Analyst,IC,EMP-0574,2021-09-25,active,full_time,1.0,active,2026-03-29
